order_id,product_id,sales
ca-2017-108987,off-st-10000934,131.136
ca-2017-108987,tec-ac-10000158,57.584
ca-2015-113166,off-pa-10001947,9.568
ca-2015-155208,off-ar-10003478,39.072
ca-2018-117933,off-ap-10004249,35.91
ca-2018-117457,tec-ac-10000158,179.95
ca-2018-117457,tec-co-10004115,1199.976
ca-2018-117457,off-pa-10003724,27.15
ca-2018-117457,fur-ta-10002041,1004.024
ca-2018-117457,off-pa-10002893,9.68
ca-2018-117457,off-la-10003766,28.35
ca-2018-117457,off-pa-10001970,55.98
ca-2018-117457,fur-bo-10001972,1336.829
ca-2018-117457,fur-ch-10003956,113.568
ca-2018-142636,off-pa-10000157,139.86
ca-2018-142636,fur-ch-10001891,307.136
ca-2018-122105,off-ar-10004344,95.92
ca-2017-148796,fur-ch-10004886,383.8
ca-2018-154816,off-pa-10003845,5.78
ca-2018-110478,off-ar-10001573,9.32
ca-2018-110478,off-en-10000483,15.25
ca-2015-142048,tec-ac-10004114,196.752
ca-2018-125388,fur-fu-10004712,56.56
ca-2018-125388,off-st-10000918,32.7
ca-2018-155705,fur-ch-10000015,866.4
ca-2018-149160,fur-fu-10003347,28.4
ca-2018-149160,off-bi-10001543,287.92
ca-2015-101476,tec-ma-10000029,69.99
ca-2018-152275,off-ar-10000369,6.672
us-2017-123750,off-bi-10004584,189.588
us-2017-123750,tec-ac-10004659,408.744
us-2017-123750,tec-ac-10004659,291.96
us-2017-123750,off-st-10000617,4.768
ca-2017-127369,off-st-10003306,714.3
us-2015-150574,off-bi-10000773,4.812
us-2015-150574,tec-ac-10002600,247.8
ca-2017-147375,tec-ma-10002937,1007.979
ca-2017-147375,off-pa-10001970,313.488
ca-2018-130043,off-pa-10002230,31.872
ca-2018-157252,fur-ch-10003396,207.846
ca-2017-115756,fur-fu-10000246,12.22
ca-2017-115756,off-st-10000060,194.94
ca-2017-115756,off-st-10003058,70.95
ca-2017-115756,off-pa-10002222,91.36
ca-2017-115756,fur-ch-10002372,242.94
ca-2017-115756,off-la-10001317,22.05
ca-2018-154214,fur-fu-10000206,2.91
ca-2017-166674,off-ar-10000588,59.52
ca-2017-166674,off-st-10001469,161.94
ca-2017-166674,off-ar-10001953,263.88
ca-2017-166674,off-ar-10003156,30.48
ca-2017-166674,off-ar-10004974,9.84
ca-2017-166674,tec-ph-10002365,35.12
ca-2018-147277,fur-ta-10001539,284.364
ca-2018-147277,off-st-10000142,665.408
ca-2017-100153,tec-ac-10001772,63.88
us-2015-110674,fur-ch-10000225,129.568
us-2017-157945,fur-ch-10002331,747.558
us-2017-157945,off-en-10001539,8.928
ca-2016-109638,off-ap-10002472,103.92
ca-2016-109638,tec-ac-10004571,899.91
ca-2016-109638,off-bi-10001098,51.312
ca-2017-109869,fur-fu-10000023,23.56
ca-2017-109869,fur-ta-10001889,1272.63
ca-2017-109869,off-bi-10000315,28.485
ca-2017-109869,off-su-10003505,185.376
ca-2017-109869,off-ap-10002578,78.272
us-2016-101399,fur-fu-10002918,254.744
ca-2018-154907,fur-bo-10002824,205.3328
us-2017-100419,off-bi-10002194,4.788
ca-2016-154144,off-pa-10004071,55.48
ca-2015-144666,off-st-10002743,340.92
ca-2015-144666,fur-bo-10001601,222.666
ca-2015-144666,tec-ph-10002680,703.968
ca-2015-144666,off-st-10001321,92.52
ca-2015-144666,off-pa-10001509,62.65
ca-2015-144666,off-pa-10003465,94.85
ca-2017-103891,tec-ph-10000149,95.76
ca-2017-152632,fur-fu-10002671,40.2
ca-2017-100790,off-ar-10003045,14.7
ca-2017-100790,off-st-10000689,704.25
ca-2015-134677,tec-ac-10001445,9.09
ca-2015-127691,off-ar-10002053,5.96
ca-2015-127691,tec-ac-10002567,159.98
ca-2018-140963,off-la-10003923,29.6
ca-2018-140963,fur-bo-10001337,514.165
ca-2018-140963,tec-ph-10001924,279.96
ca-2015-154627,tec-ph-10001363,2735.952
ca-2015-133753,tec-ph-10000376,7.992
ca-2015-133753,tec-ac-10000303,63.984
ca-2015-133753,off-ar-10001953,70.368
ca-2015-113362,off-st-10001809,449.15
ca-2015-113362,off-en-10003845,11.07
ca-2017-169166,tec-ac-10000991,93.98
us-2017-120929,fur-ta-10001857,189.882
ca-2016-134782,off-en-10001434,105.42
ca-2017-126158,off-bi-10002498,119.616
ca-2017-126158,fur-fu-10004864,255.76
ca-2017-126158,fur-ch-10002602,241.568
ca-2017-126158,fur-fu-10000073,69.3
us-2017-105578,off-bi-10001670,22.62
us-2017-105578,off-bi-10001658,14.952
us-2017-105578,fur-ch-10001215,801.568
us-2017-105578,off-bi-10000831,2.376
us-2017-105578,off-pa-10000357,32.792
ca-2018-134978,off-bi-10003274,15.92
ca-2016-145352,off-ar-10001662,2.74
ca-2016-145352,off-ar-10003856,8.34
ca-2016-145352,off-st-10001228,46.74
ca-2016-145352,off-bi-10003527,6354.95
ca-2018-135307,fur-fu-10001290,126.3
ca-2018-135307,tec-ac-10002399,38.04
ca-2017-106341,off-ar-10002053,7.152
ca-2018-163405,off-ar-10003811,6.63
ca-2018-163405,off-ar-10001246,5.88
ca-2018-127432,tec-co-10003236,2999.95
ca-2018-127432,off-st-10004507,51.45
ca-2018-127432,off-pa-10001667,11.96
ca-2018-127432,off-st-10004459,1126.02
ca-2016-157812,tec-ac-10000171,18.392
ca-2016-157812,off-st-10000736,129.568
ca-2016-157812,off-bi-10000285,14.112
ca-2018-145142,fur-ta-10001857,210.98
us-2017-139486,tec-ph-10003555,55.176
us-2017-139486,tec-ac-10003832,66.26
ca-2016-158792,off-fa-10003112,22.2
ca-2018-113558,fur-ch-10003379,683.952
ca-2018-113558,fur-fu-10001756,45.696
us-2016-138303,off-st-10004963,36.336
us-2016-138303,off-su-10002881,666.248
us-2016-138303,off-en-10001335,52.512
ca-2016-102848,fur-ch-10000595,190.72
us-2018-129441,fur-fu-10000448,47.94
ca-2017-168753,tec-ph-10000984,979.95
ca-2017-168753,off-bi-10002557,22.75
ca-2017-126613,off-st-10001325,16.768
us-2018-122637,off-bi-10002429,42.616
ca-2016-147851,off-bi-10004528,10.752
ca-2016-134894,off-ap-10001271,152.94
ca-2016-134894,fur-ch-10002647,283.92
ca-2015-140795,tec-ac-10001432,468.9
ca-2017-136924,tec-ph-10002262,380.864
us-2016-120161,off-st-10001809,646.776
ca-2015-103849,tec-ac-10001465,58.112
ca-2015-103849,tec-ph-10002597,100.792
ca-2015-103849,fur-fu-10000723,66.112
ca-2018-162929,off-bi-10000404,41.28
ca-2018-162929,off-pa-10002986,13.36
ca-2016-113173,off-st-10000604,250.272
ca-2016-113173,off-bi-10004738,11.364
ca-2016-113173,off-su-10001225,8.72
ca-2017-136406,fur-ch-10002024,1121.568
ca-2018-112774,fur-fu-10003039,34.504
ca-2018-101945,off-fa-10004248,10.824
ca-2018-100650,off-st-10001780,1295.78
ca-2015-155852,off-ar-10003560,19.456
ca-2017-113243,off-la-10001297,20.7
ca-2017-113243,fur-ta-10004256,1335.68
ca-2017-113243,off-pa-10003441,32.4
ca-2018-118731,fur-fu-10003347,42.6
ca-2018-118731,off-bi-10000069,84.056
ca-2015-145576,off-ap-10003914,13.0
ca-2015-145576,fur-fu-10004020,13.128
ca-2016-130736,off-fa-10003467,3.96
ca-2016-130736,off-la-10000634,2.61
ca-2018-137099,tec-ph-10002496,374.376
ca-2018-156951,off-pa-10004530,91.84
ca-2018-156951,off-bi-10001107,81.088
ca-2018-156951,off-pa-10004451,19.44
ca-2018-156951,fur-ch-10004997,451.152
ca-2018-164826,off-la-10001297,72.45
ca-2018-164826,off-fa-10000585,13.96
ca-2018-164826,off-bi-10004364,33.264
ca-2018-164826,tec-ph-10000347,14.85
ca-2017-127250,off-ar-10003394,8.82
ca-2016-149713,off-pa-10004530,160.72
ca-2016-149713,off-pa-10001450,19.92
ca-2016-149713,off-su-10001574,7.3
ca-2018-118640,off-st-10002974,69.712
ca-2018-118640,fur-fu-10001475,8.792
ca-2016-132906,off-su-10004498,51.52
ca-2018-145233,tec-ph-10004977,470.376
ca-2018-145233,tec-ph-10000586,105.584
ca-2018-145233,off-ap-10000358,31.152
ca-2018-145233,off-bi-10002764,6.783
ca-2018-145233,tec-ph-10001254,406.368
ca-2016-128139,fur-ch-10003956,70.98
ca-2016-128139,off-la-10003930,294.93
us-2017-156986,tec-ph-10003800,84.784
us-2017-156986,off-pa-10002005,20.736
us-2017-156986,off-bi-10002498,16.821
us-2017-156986,off-pa-10004101,10.368
ca-2015-135405,off-ar-10004078,9.344
ca-2015-135405,tec-ac-10001266,31.2
ca-2015-131450,off-ap-10004708,76.12
ca-2015-131450,tec-co-10004115,1199.976
ca-2015-131450,tec-ph-10002398,445.96
ca-2015-131450,fur-fu-10001979,327.76
ca-2017-120180,off-su-10004115,11.632
us-2017-100720,tec-ph-10001425,143.982
us-2017-100720,tec-ph-10003963,494.376
us-2017-100720,off-su-10001574,5.84
ca-2015-149958,off-st-10001490,142.776
ca-2015-149958,fur-fu-10001756,45.696
ca-2015-149958,off-bi-10000773,7.218
ca-2015-149958,off-bi-10001543,43.188
ca-2015-149958,off-pa-10002120,131.904
us-2015-105767,off-bi-10000848,3.282
us-2015-105767,off-ar-10001246,21.168
us-2015-105767,tec-ph-10003092,55.188
ca-2017-161816,tec-ph-10003012,369.576
ca-2017-161816,off-la-10004345,15.712
ca-2017-121223,off-pa-10001204,8.448
ca-2017-121223,tec-ph-10004667,728.946
ca-2018-138611,tec-ph-10000011,119.94
ca-2018-138611,off-bi-10002949,3.648
ca-2018-117947,fur-fu-10003849,40.48
ca-2018-117947,fur-fu-10000010,9.94
ca-2018-117947,off-bi-10002824,107.424
ca-2018-117947,tec-ph-10002538,37.91
ca-2018-117947,fur-fu-10000521,88.02
us-2015-111171,off-bi-10002103,8.69
ca-2016-138009,fur-ch-10004853,301.96
ca-2016-138009,off-ap-10000179,555.21
ca-2016-138009,off-st-10001272,523.48
ca-2016-138009,off-ar-10004042,161.82
ca-2018-163020,fur-fu-10000221,35.56
ca-2018-153787,off-ap-10001563,97.16
ca-2018-133431,off-bi-10000605,15.24
ca-2018-133431,off-pa-10002615,13.23
us-2017-135720,off-st-10001963,243.384
us-2017-135720,tec-ac-10001267,119.8
