product_id,product_name,category,sub_category
fur-ch-10004063,global_deluxe_high-back_manager's_chair,Furniture,chairs
fur-ta-10004534,bevis_44_x_96_conference_tables,Furniture,tables
off-bi-10003274,"avery_durable_slant_ring_binders,_no_labels",Office Supplies,binders
off-st-10002974,"trav-l-file_heavy-duty_shuttle_ii,_black",Office Supplies,storage
fur-fu-10003773,eldon_cleatmat_plus_chair_mats_for_high_pile_carpets,Furniture,furnishings
tec-ph-10002293,anker_36w_4-port_usb_wall_charger_travel_power_adapter_for_iphone_5s_5c_5,Technology,phones
off-pa-10002377,xerox_1916,Office Supplies,paper
off-fa-10003112,staples,Office Supplies,fasteners
off-pa-10001804,xerox_195,Office Supplies,paper
off-pa-10001736,xerox_1880,Office Supplies,paper
off-ar-10001149,"sanford_colorific_colored_pencils,_12/box",Office Supplies,art
off-fa-10002988,ideal_clamps,Office Supplies,fasteners
off-bi-10004781,gbc_wire_binding_strips,Office Supplies,binders
off-su-10001218,fiskars_softgrip_scissors,Office Supplies,supplies
off-ar-10000940,newell_343,Office Supplies,art
off-en-10004030,convenience_packs_of_business_envelopes,Office Supplies,envelopes
off-pa-10004327,xerox_1911,Office Supplies,paper
off-ap-10001058,sanyo_2.5_cubic_foot_mid-size_office_refrigerators,Office Supplies,appliances
fur-fu-10000521,"seth_thomas_14""_putty-colored_wall_clock",Furniture,furnishings
tec-ph-10000215,plantronics_cordless_phone_headset_with_in-line_volume_-_m214c,Technology,phones
tec-ph-10001448,anker_astro_15000mah_usb_portable_charger,Technology,phones
off-bi-10002735,gbc_prestige_therm-a-bind_covers,Office Supplies,binders
off-ap-10000326,belkin_7_outlet_surgemaster_surge_protector_with_phone_protection,Office Supplies,appliances
tec-ph-10001254,jabra_biz_2300_duo_qd_duo_corded_headset,Technology,phones
off-pa-10001950,southworth_25%_cotton_antique_laid_paper_&_envelopes,Office Supplies,paper
off-pa-10002254,xerox_1883,Office Supplies,paper
off-st-10001590,"tenex_personal_project_file_with_scoop_front_design,_black",Office Supplies,storage
off-ar-10001547,newell_311,Office Supplies,art
off-la-10002475,avery_519,Office Supplies,labels
tec-ph-10004536,avaya_5420_digital_phone,Technology,phones
off-pa-10002751,xerox_1920,Office Supplies,paper
tec-ac-10003657,lenovo_17-key_usb_numeric_keypad,Technology,accessories
off-en-10001539,staple_envelope,Office Supplies,envelopes
off-bi-10004002,wilson_jones_international_size_a4_ring_binders,Office Supplies,binders
off-ar-10004441,bic_brite_liner_highlighters,Office Supplies,art
tec-ma-10000822,lexmark_mx611dhe_monochrome_laser_printer,Technology,machines
off-st-10000991,space_solutions_hd_industrial_steel_shelving.,Office Supplies,storage
fur-ch-10004287,safco_arco_folding_chair,Furniture,chairs
off-ar-10002656,sanford_liquid_accent_highlighters,Office Supplies,art
off-ap-10002518,kensington_7_outlet_masterpiece_power_center,Office Supplies,appliances
tec-ph-10003931,jbl_micro_wireless_portable_bluetooth_speaker,Technology,phones
off-pa-10000659,"tops_carbonless_receipt_book,_four_2-3/4_x_7-1/4_money_receipts_per_page",Office Supplies,paper
off-pa-10001144,xerox_1913,Office Supplies,paper
fur-ch-10003817,"global_value_steno_chair,_gray",Furniture,chairs
off-ap-10000891,kensington_7_outlet_masterpiece_homeoffice_power_control_center,Office Supplies,appliances
off-la-10003148,avery_51,Office Supplies,labels
off-ap-10002684,"acco_7-outlet_masterpiece_power_center,_wihtout_fax/phone_line_protection",Office Supplies,appliances
fur-ch-10004698,"padded_folding_chairs,_black,_4/carton",Furniture,chairs
off-su-10002189,acme_rosewood_handle_letter_opener,Office Supplies,supplies
off-ar-10001940,"sanford_colorific_eraseable_coloring_pencils,_12_count",Office Supplies,art
off-st-10003455,"tenex_file_box,_personal_filing_tote_with_lid,_black",Office Supplies,storage
tec-ac-10004659,imation_secure+_hardware_encrypted_usb_2.0_flash_drive;_16gb,Technology,accessories
tec-ph-10003273,at&t_tr1909w,Technology,phones
tec-ph-10004896,nokia_lumia_521_(t-mobile),Technology,phones
tec-ac-10002345,hp_standard_104_key_ps/2_keyboard,Technology,accessories
off-bi-10001890,avery_poly_binder_pockets,Office Supplies,binders
tec-ac-10002323,sandisk_ultra_32_gb_microsdhc_class_10_memory_card,Technology,accessories
off-st-10001328,"personal_filing_tote_with_lid,_black/gray",Office Supplies,storage
fur-bo-10002613,"atlantic_metals_mobile_4-shelf_bookcases,_custom_colors",Furniture,bookcases
tec-ph-10001552,i_need's_3d_hello_kitty_hybrid_silicone_case_cover_for_htc_one_x_4g_with_3d_hello_kitty_stylus_pen_green/pink,Technology,phones
off-pa-10000061,xerox_205,Office Supplies,paper
off-ar-10003514,4009_highlighters_by_sanford,Office Supplies,art
off-ar-10004685,"binney_&_smith_crayola_metallic_colored_pencils,_8-color_set",Office Supplies,art
off-ar-10004027,"binney_&_smith_inktank_erasable_desk_highlighter,_chisel_tip,_yellow,_12/box",Office Supplies,art
off-st-10001414,decoflex_hanging_personal_folder_file,Office Supplies,storage
off-bi-10000343,"pressboard_covers_with_storage_hooks,_9_1/2""_x_11"",_light_blue",Office Supplies,binders
off-pa-10002749,"wirebound_message_books,_5-1/2_x_4_forms,_2_or_4_forms_per_page",Office Supplies,paper
off-pa-10002666,southworth_25%_cotton_linen-finish_paper_&_envelopes,Office Supplies,paper
fur-ta-10004289,boxoffice_by_design_rectangular_and_half-moon_meeting_room_tables,Furniture,tables
off-ap-10003622,"bravo_ii_megaboss_12-amp_hard_body_upright,_replacement_belts,_2_belts_per_pack",Office Supplies,appliances
off-ap-10003217,eureka_sanitaire_commercial_upright,Office Supplies,appliances
fur-fu-10002960,"eldon_200_class_desk_accessories,_burgundy",Furniture,furnishings
tec-ph-10001918,nortel_business_series_terminal_t7208_digital_phone,Technology,phones
off-st-10000642,"tennsco_lockers,_gray",Office Supplies,storage
tec-ph-10001700,panasonic_kx-tg6844b_expandable_digital_cordless_telephone,Technology,phones
off-fa-10000134,"advantus_push_pins,_aluminum_head",Office Supplies,fasteners
off-st-10001522,"gould_plastics_18-pocket_panel_bin,_34w_x_5-1/4d_x_20-1/2h",Office Supplies,storage
tec-ac-10001266,memorex_micro_travel_drive_8_gb,Technology,accessories
off-la-10004544,avery_505,Office Supplies,labels
fur-bo-10004695,o'sullivan_2-door_barrister_bookcase_in_odessa_pine,Furniture,bookcases
tec-ma-10000864,cisco_9971_ip_video_phone_charcoal,Technology,machines
tec-ac-10000109,sony_micro_vault_click_16_gb_usb_2.0_flash_drive,Technology,accessories
tec-ph-10002563,adtran_1202752g1,Technology,phones
off-fa-10000585,oic_bulk_pack_metal_binder_clips,Office Supplies,fasteners
off-pa-10004000,"while_you_were_out_pads,_50_per_pad,_4_x_5_1/4,_green_cycle",Office Supplies,paper
fur-fu-10000087,"executive_impressions_14""_two-color_numerals_wall_clock",Furniture,furnishings
tec-ma-10001148,swingline_sm12-08_microcut_jam_free_shredder,Technology,machines
off-ar-10001958,stanley_bostitch_contemporary_electric_pencil_sharpeners,Office Supplies,art
off-ar-10001026,"sanford_uni-blazer_view_highlighters,_chisel_tip,_yellow",Office Supplies,art
fur-ta-10003748,bevis_36_x_72_conference_tables,Furniture,tables
off-st-10002485,rogers_deluxe_file_chest,Office Supplies,storage
fur-ch-10004860,global_low_back_tilter_chair,Furniture,chairs
fur-ch-10004477,"global_push_button_manager's_chair,_indigo",Furniture,chairs
off-bi-10001679,gbc_instant_index_system_for_binding_systems,Office Supplies,binders
fur-ta-10001705,bush_advantage_collection_round_conference_table,Furniture,tables
fur-ta-10003473,bretford_rectangular_conference_table_tops,Furniture,tables
fur-fu-10004017,"tenex_contemporary_contur_chairmats_for_low_and_medium_pile_carpet,_computer,_39""_x_49""",Furniture,furnishings
tec-ac-10003832,logitech_p710e_mobile_speakerphone,Technology,accessories
off-pa-10002479,xerox_4200_series_multiuse_premium_copy_paper_(20lb._and_84_bright),Office Supplies,paper
off-pa-10003349,xerox_1957,Office Supplies,paper
fur-fu-10000576,luxo_professional_fluorescent_magnifier_lamp_with_clamp-mount_base,Furniture,furnishings
fur-fu-10001940,staple-based_wall_hangings,Furniture,furnishings
tec-ph-10000011,puregear_roll-on_screen_protector,Technology,phones
fur-ta-10002607,ki_conference_tables,Furniture,tables
fur-fu-10002505,eldon_100_class_desk_accessories,Furniture,furnishings
off-st-10002276,safco_steel_mobile_file_cart,Office Supplies,storage
off-pa-10004082,"adams_telephone_message_book_w/frequently-called_numbers_space,_400_messages_per_book",Office Supplies,paper
off-ap-10002945,honeywell_enviracaire_portable_hepa_air_cleaner_for_17'_x_22'_room,Office Supplies,appliances
fur-ch-10002965,"global_leather_highback_executive_chair_with_pneumatic_height_adjustment,_black",Furniture,chairs
off-pa-10004569,"wirebound_message_books,_two_4_1/4""_x_5""_forms_per_page",Office Supplies,paper
off-st-10001228,personal_file_boxes_with_fold-down_carry_handle,Office Supplies,storage
off-en-10003296,tyvek_side-opening_peel_&_seel_expanding_envelopes,Office Supplies,envelopes
off-st-10004804,"belkin_19""_vented_equipment_shelf,_black",Office Supplies,storage
tec-ph-10001580,logitech_mobile_speakerphone_p710e_-_speaker_phone,Technology,phones
tec-ac-10000290,sabrent_4-port_usb_2.0_hub,Technology,accessories
off-st-10002790,safco_industrial_shelving,Office Supplies,storage
off-bi-10003460,acco_3-hole_punch,Office Supplies,binders
off-ap-10002203,eureka_disposable_bags_for_sanitaire_vibra_groomer_i_upright_vac,Office Supplies,appliances
tec-ma-10003353,xerox_workcentre_6505dn_laser_multifunction_printer,Technology,machines
tec-ph-10001433,cisco_small_business_spa_502g_voip_phone,Technology,phones
tec-ac-10004469,microsoft_sculpt_comfort_mouse,Technology,accessories
off-ar-10003602,"quartet_omega_colored_chalk,_12/pack",Office Supplies,art
off-fa-10003472,bagged_rubber_bands,Office Supplies,fasteners
off-st-10004180,safco_commercial_shelving,Office Supplies,storage
off-en-10004386,"recycled_interoffice_envelopes_with_string_and_button_closure,_10_x_13",Office Supplies,envelopes
off-st-10003208,adjustable_depth_letter/legal_cart,Office Supplies,storage
tec-ac-10003628,logitech_910-002974_m325_wireless_mouse_for_web_scrolling,Technology,accessories
fur-fu-10003274,regeneration_desk_collection,Furniture,furnishings
off-bi-10002557,presstex_flexible_ring_binders,Office Supplies,binders
off-pa-10002615,"ampad_gold_fibre_wirebound_steno_books,_6""_x_9"",_gregg_ruled",Office Supplies,paper
off-ar-10001427,newell_330,Office Supplies,art
off-pa-10000673,"post-it_“important_message”_note_pad,_neon_colors,_50_sheets/pad",Office Supplies,paper
off-pa-10004470,"adams_write_n'_stick_phone_message_book,_11""_x_5_1/4"",_200_messages",Office Supplies,paper
off-st-10000876,eldon_simplefile_box_office,Office Supplies,storage
off-la-10002043,avery_489,Office Supplies,labels
off-bi-10004967,round_ring_binders,Office Supplies,binders
tec-ph-10001760,bose_soundlink_bluetooth_speaker,Technology,phones
fur-ta-10002903,"bevis_round_bullnose_29""_high_table_top",Furniture,tables
tec-ac-10001956,microsoft_arc_touch_mouse,Technology,accessories
off-pa-10004100,xerox_216,Office Supplies,paper
off-bi-10000778,gbc_velobinder_electric_binding_machine,Office Supplies,binders
off-su-10000646,premier_automatic_letter_opener,Office Supplies,supplies
off-fa-10002983,advantus_slideclip_paper_clips,Office Supplies,fasteners
off-la-10004689,avery_512,Office Supplies,labels
tec-ac-10002001,logitech_wireless_gaming_headset_g930,Technology,accessories
fur-bo-10004709,"bush_westfield_collection_bookcases,_medium_cherry_finish",Furniture,bookcases
fur-fu-10004091,"howard_miller_13""_diameter_goldtone_round_wall_clock",Furniture,furnishings
fur-ch-10001891,global_deluxe_office_fabric_chairs,Furniture,chairs
fur-fu-10002918,eldon_clustermat_chair_mat_with_cordless_antistatic_protection,Furniture,furnishings
off-bi-10004593,ibico_laser_imprintable_binding_system_covers,Office Supplies,binders
off-fa-10004854,"vinyl_coated_wire_paper_clips_in_organizer_box,_800/box",Office Supplies,fasteners
off-pa-10002105,xerox_223,Office Supplies,paper
off-st-10002756,"tennsco_stur-d-stor_boltless_shelving,_5_shelves,_24""_deep,_sand",Office Supplies,storage
off-pa-10004243,xerox_1939,Office Supplies,paper
fur-fu-10001861,"floodlight_indoor_halogen_bulbs,_1_bulb_per_pack,_60_watts",Furniture,furnishings
off-bi-10002706,avery_premier_heavy-duty_binder_with_round_locking_rings,Office Supplies,binders
fur-ta-10002533,bpi_conference_tables,Furniture,tables
fur-fu-10002671,electrix_20w_halogen_replacement_bulb_for_zoom-in_desk_lamp,Furniture,furnishings
off-ar-10003651,newell_350,Office Supplies,art
off-bi-10001072,"gbc_clear_cover,_8-1/2_x_11,_unpunched,_25_covers_per_pack",Office Supplies,binders
off-ar-10002135,boston_heavy-duty_trimline_electric_pencil_sharpeners,Office Supplies,art
off-ar-10002804,faber_castell_col-erase_pencils,Office Supplies,art
fur-fu-10001918,c-line_cubicle_keepers_polyproplyene_holder_with_velcro_backings,Furniture,furnishings
fur-ch-10004086,hon_4070_series_pagoda_armless_upholstered_stacking_chairs,Furniture,chairs
fur-fu-10001756,"eldon_expressions_desk_accessory,_wood_photo_frame,_mahogany",Furniture,furnishings
off-la-10000634,avery_509,Office Supplies,labels
fur-fu-10001588,"deflect-o_supertray_unbreakable_stackable_tray,_letter,_black",Furniture,furnishings
tec-ph-10002398,at&t_1070_corded_phone,Technology,phones
off-pa-10001937,xerox_21,Office Supplies,paper
off-ar-10003373,"boston_school_pro_electric_pencil_sharpener,_1670",Office Supplies,art
fur-ch-10002602,dmi_arturo_collection_mission-style_design_wood_chair,Furniture,chairs
tec-ma-10002927,canon_imageclass_mf7460_monochrome_digital_laser_multifunction_copier,Technology,machines
tec-ac-10000892,netgear_n750_dual_band_wi-fi_gigabit_router,Technology,accessories
off-fa-10000624,oic_binder_clips,Office Supplies,fasteners
tec-ac-10001908,logitech_wireless_headset_h800,Technology,accessories
fur-fu-10001967,telescoping_adjustable_floor_lamp,Furniture,furnishings
tec-ph-10003645,aastra_57i_voip_phone,Technology,phones
off-st-10000675,"file_shuttle_ii_and_handi-file,_black",Office Supplies,storage
fur-ch-10003312,hon_2090_“pillow_soft”_series_mid_back_swivel/tilt_chairs,Furniture,chairs
off-la-10001074,round_specialty_laser_printer_labels,Office Supplies,labels
off-bi-10001524,gbc_premium_transparent_covers_with_diagonal_lined_pattern,Office Supplies,binders
tec-ph-10004614,at&t_841000_phone,Technology,phones
off-bi-10001153,ibico_recycled_grain-textured_covers,Office Supplies,binders
off-bi-10001982,wilson_jones_custom_binder_spines_&_labels,Office Supplies,binders
off-bi-10004364,storex_dura_pro_binders,Office Supplies,binders
tec-co-10001449,hewlett_packard_laserjet_3310_copier,Technology,copiers
off-bi-10004140,avery_non-stick_binders,Office Supplies,binders
off-bi-10003314,tuff_stuff_recycled_round_ring_binders,Office Supplies,binders
fur-ta-10004575,hon_5100_series_wood_tables,Furniture,tables
off-fa-10000490,"oic_binder_clips,_mini,_1/4""_capacity,_black",Office Supplies,fasteners
off-ar-10000122,newell_314,Office Supplies,art
tec-ph-10000702,"square_credit_card_reader,_4_1/2""_x_4_1/2""_x_1"",_white",Technology,phones
off-ar-10001374,"bic_brite_liner_highlighters,_chisel_tip",Office Supplies,art
off-pa-10001970,xerox_1881,Office Supplies,paper
off-bi-10002160,acco_hanging_data_binders,Office Supplies,binders
off-bi-10004995,gbc_docubind_p400_electric_binding_system,Office Supplies,binders
fur-bo-10002268,sauder_barrister_bookcases,Furniture,bookcases
off-en-10001137,"#10_gummed_flap_white_envelopes,_100/box",Office Supplies,envelopes
off-ar-10002399,"dixon_prang_watercolor_pencils,_10-color_set_with_brush",Office Supplies,art
off-pa-10002713,"adams_phone_message_book,_200_message_capacity,_8_1/16”_x_11”",Office Supplies,paper
off-ap-10001124,belkin_8_outlet_surgemaster_ii_gold_surge_protector_with_phone_protection,Office Supplies,appliances
off-la-10001158,"avery_address/shipping_labels_for_typewriters,_4""_x_2""",Office Supplies,labels
fur-ch-10000785,global_ergonomic_managers_chair,Furniture,chairs
off-ar-10003732,newell_333,Office Supplies,art
fur-fu-10000023,eldon_wave_desk_accessories,Furniture,furnishings
off-bi-10002412,wilson_jones_“snap”_scratch_pad_binder_tool_for_ring_binders,Office Supplies,binders
off-su-10001225,staple_remover,Office Supplies,supplies
off-st-10002406,pizazz_global_quick_file,Office Supplies,storage
off-pa-10002036,xerox_1930,Office Supplies,paper
off-st-10002205,file_shuttle_i_and_handi-file,Office Supplies,storage
tec-ac-10003911,netgear_ac1750_dual_band_gigabit_smart_wifi_router,Technology,accessories
off-ar-10000658,newell_324,Office Supplies,art
tec-ac-10002076,microsoft_natural_keyboard_elite,Technology,accessories
off-pa-10003039,xerox_1960,Office Supplies,paper
fur-ta-10004915,"office_impressions_end_table,_20-1/2""h_x_24""w_x_20""d",Furniture,tables
off-ap-10000696,holmes_odor_grabber,Office Supplies,appliances
off-st-10003327,akro-mils_12-gallon_tote,Office Supplies,storage
off-bi-10000309,"gbc_twin_loop_wire_binding_elements,_9/16""_spine,_black",Office Supplies,binders
off-pa-10004734,southworth_structures_collection,Office Supplies,paper
off-bi-10002225,"square_ring_data_binders,_rigid_75_pt._covers,_11""_x_14-7/8""",Office Supplies,binders
tec-ac-10004708,sony_32gb_class_10_micro_sdhc_r40_memory_card,Technology,accessories
fur-ta-10000617,"hon_practical_foundations_30_x_60_training_table,_light_gray/charcoal",Furniture,tables
tec-ac-10002335,logitech_media_keyboard_k200,Technology,accessories
tec-ma-10001681,lexmark_marknet_n8150_wireless_print_server,Technology,machines
fur-fu-10001935,3m_hangers_with_command_adhesive,Furniture,furnishings
off-ar-10004757,crayola_colored_pencils,Office Supplies,art
off-bi-10000050,"angle-d_binders_with_locking_rings,_label_holders",Office Supplies,binders
tec-ph-10003012,nortel_meridian_m3904_professional_digital_phone,Technology,phones
tec-co-10002313,canon_pc1080f_personal_copier,Technology,copiers
off-bi-10003982,wilson_jones_century_plastic_molded_ring_binders,Office Supplies,binders
