Order ID,Customer ID,Product_ID,Store_Branch_ID,Sales,Ship_Mode_ID,Order_Date,Ship_Date
US-2015-147606,JE-15745,FUR-FU-10003194,33,19.3,1,2015-11-26,2015-12-01
CA-2017-127208,SC-20770,OFF-AP-10002118,34,208.16,3,2017-06-12,2017-06-15
CA-2017-127208,SC-20770,OFF-BI-10002309,34,16.74,3,2017-06-12,2017-06-15
CA-2015-139451,DN-13690,OFF-AR-10002053,35,14.9,2,2015-10-12,2015-10-16
CA-2015-139451,DN-13690,OFF-ST-10002370,35,21.39,2,2015-10-12,2015-10-16
CA-2016-149734,JC-16105,OFF-EN-10000927,36,200.984,2,2016-09-03,2016-09-08
US-2018-119662,CS-12400,OFF-ST-10003656,37,230.376,3,2018-11-13,2018-11-16
CA-2018-140088,PO-18865,FUR-CH-10000863,38,301.96,1,2018-05-28,2018-05-30
CA-2018-155558,PG-18895,TEC-AC-10001998,39,19.99,2,2018-10-26,2018-11-02
CA-2018-155558,PG-18895,OFF-LA-10000134,39,6.16,2,2018-10-26,2018-11-02
CA-2017-159695,GM-14455,OFF-ST-10003442,15,158.368,1,2017-04-05,2017-04-10
CA-2017-109806,JS-15685,OFF-AR-10004930,2,20.1,2,2017-09-17,2017-09-22
CA-2017-109806,JS-15685,TEC-PH-10004093-2,2,73.584,2,2017-09-17,2017-09-22
CA-2017-109806,JS-15685,OFF-PA-10000304,2,6.48,2,2017-09-17,2017-09-22
CA-2016-149587,KB-16315,OFF-PA-10003177,40,12.96,1,2016-01-31,2016-02-05
CA-2016-149587,KB-16315,FUR-FU-10003799,40,53.34,1,2016-01-31,2016-02-05
CA-2016-149587,KB-16315,OFF-BI-10002852,40,32.96,1,2016-01-31,2016-02-05
US-2018-109484,RB-19705,OFF-BI-10004738,41,5.682,2,2018-11-06,2018-11-12
CA-2018-161018,PN-18775,FUR-FU-10000629,30,96.53,1,2018-11-09,2018-11-11
CA-2018-157833,KD-16345,OFF-BI-10001721,35,51.312,3,2018-06-17,2018-06-20
CA-2017-149223,ER-13855,OFF-AP-10000358,42,77.88,2,2017-09-06,2017-09-11
CA-2017-158568,RB-19465,OFF-PA-10003256,27,64.624,2,2017-08-29,2017-09-02
CA-2017-158568,RB-19465,TEC-AC-10001767,27,95.976,2,2017-08-29,2017-09-02
CA-2017-158568,RB-19465,OFF-BI-10002609,27,1.788,2,2017-08-29,2017-09-02
CA-2017-129903,GZ-14470,OFF-PA-10004040,39,23.92,1,2017-12-01,2017-12-04
US-2016-156867,LC-16870,TEC-AC-10001552,43,238.896,2,2016-11-13,2016-11-17
US-2016-156867,LC-16870,FUR-FU-10004006,43,102.36,2,2016-11-13,2016-11-17
US-2016-156867,LC-16870,OFF-BI-10002794,43,36.882,2,2016-11-13,2016-11-17
CA-2018-119004,JM-15250,TEC-AC-10003499,44,74.112,2,2018-11-23,2018-11-28
CA-2018-119004,JM-15250,TEC-PH-10002844,44,27.992,2,2018-11-23,2018-11-28
CA-2018-119004,JM-15250,OFF-AR-10000390,44,3.304,2,2018-11-23,2018-11-28
CA-2016-129476,PA-19060,TEC-AC-10000844,45,339.96,2,2016-10-15,2016-10-20
CA-2018-146780,CV-12805,FUR-FU-10001934,46,41.96,2,2018-12-25,2018-12-30
CA-2017-128867,CL-12565,OFF-AR-10000380,47,75.96,2,2017-11-03,2017-11-10
CA-2017-128867,CL-12565,OFF-BI-10003981,47,27.24,2,2017-11-03,2017-11-10
CA-2015-115259,RC-19960,OFF-FA-10000621,48,40.096,1,2015-08-25,2015-08-27
CA-2015-115259,RC-19960,OFF-EN-10002600,48,4.72,1,2015-08-25,2015-08-27
CA-2015-115259,RC-19960,OFF-PA-10004965,48,23.976,1,2015-08-25,2015-08-27
CA-2015-115259,RC-19960,OFF-EN-10002504,48,130.464,1,2015-08-25,2015-08-27
CA-2016-110457,DK-13090,FUR-TA-10001768,6,787.53,2,2016-03-02,2016-03-06
US-2016-136476,GG-14650,OFF-BI-10003650,49,157.794,2,2016-04-05,2016-04-10
CA-2017-103730,SC-20725,FUR-FU-10002157,50,47.04,3,2017-06-12,2017-06-15
CA-2017-103730,SC-20725,OFF-BI-10003910-2,50,30.84,3,2017-06-12,2017-06-15
CA-2017-103730,SC-20725,OFF-ST-10000777,50,226.56,3,2017-06-12,2017-06-15
CA-2017-103730,SC-20725,OFF-EN-10002500,50,115.02,3,2017-06-12,2017-06-15
CA-2017-103730,SC-20725,TEC-PH-10003875,50,68.04,3,2017-06-12,2017-06-15
US-2015-152030,AD-10180,FUR-CH-10004063,17,600.558,1,2015-12-26,2015-12-28
US-2015-134614,PF-19165,FUR-TA-10004534,51,617.7,2,2015-09-20,2015-09-25
US-2018-107272,TS-21610,OFF-BI-10003274,52,2.388,2,2018-11-05,2018-11-12
US-2018-107272,TS-21610,OFF-ST-10002974,52,243.992,2,2018-11-05,2018-11-12
US-2017-125969,LS-16975,FUR-CH-10001146-2,26,81.424,1,2017-11-06,2017-11-10
US-2017-125969,LS-16975,FUR-FU-10003773,26,238.56,1,2017-11-06,2017-11-10
US-2018-164147,DW-13585,TEC-PH-10002293,48,59.97,3,2018-02-02,2018-02-05
US-2018-164147,DW-13585,OFF-PA-10002377,48,78.304,3,2018-02-02,2018-02-05
US-2018-164147,DW-13585,OFF-FA-10002780,48,21.456,3,2018-02-02,2018-02-05
CA-2017-145583,LC-16885,OFF-PA-10001804,53,20.04,2,2017-10-13,2017-10-19
CA-2017-145583,LC-16885,OFF-PA-10001736,53,35.44,2,2017-10-13,2017-10-19
CA-2017-145583,LC-16885,OFF-AR-10001149,53,11.52,2,2017-10-13,2017-10-19
CA-2017-145583,LC-16885,OFF-FA-10002988,53,4.02,2,2017-10-13,2017-10-19
CA-2017-145583,LC-16885,OFF-BI-10004781,53,76.176,2,2017-10-13,2017-10-19
CA-2017-145583,LC-16885,OFF-SU-10001218,53,65.88,2,2017-10-13,2017-10-19
CA-2017-145583,LC-16885,FUR-FU-10001706-2,53,43.12,2,2017-10-13,2017-10-19
CA-2017-110366,JD-15895,FUR-FU-10004848-2,12,82.8,1,2017-09-05,2017-09-07
CA-2018-106180,SH-19975,OFF-AR-10000940,35,8.82,2,2018-09-18,2018-09-23
CA-2018-106180,SH-19975,OFF-EN-10004030,35,10.86,2,2018-09-18,2018-09-23
CA-2018-106180,SH-19975,OFF-PA-10004327,35,143.7,2,2018-09-18,2018-09-23
CA-2018-155376,SG-20080,OFF-AP-10001058,54,839.43,2,2018-12-22,2018-12-27
CA-2016-110744,HA-14920,OFF-ST-10003656-2,55,671.93,2,2016-09-07,2016-09-12
CA-2015-110072,MG-17680,FUR-FU-10000521,56,93.888,2,2015-10-22,2015-10-28
CA-2017-114489,JE-16165,TEC-PH-10000215,57,384.45,2,2017-12-05,2017-12-09
CA-2017-114489,JE-16165,TEC-PH-10001448,57,149.97,2,2017-12-05,2017-12-09
CA-2017-114489,JE-16165,FUR-CH-10000454-2,57,1951.84,2,2017-12-05,2017-12-09
CA-2017-114489,JE-16165,OFF-BI-10002735,57,171.55,2,2017-12-05,2017-12-09
CA-2017-158834,TW-21025,OFF-AP-10000326,58,157.92,3,2017-03-13,2017-03-16
CA-2017-158834,TW-21025,TEC-PH-10001254,58,203.184,3,2017-03-13,2017-03-16
CA-2016-124919,SP-20650,OFF-PA-10001950,59,58.38,3,2016-05-31,2016-06-02
CA-2016-124919,SP-20650,OFF-PA-10002254,59,105.52,3,2016-05-31,2016-06-02
CA-2016-124919,SP-20650,OFF-ST-10001590,59,80.88,3,2016-05-31,2016-06-02
CA-2016-118948,NK-18490,OFF-AR-10001547,60,6.63,2,2016-05-28,2016-06-03
CA-2015-104269,DB-13060,FUR-CH-10004063-2,61,457.568,1,2015-03-01,2015-03-06
CA-2017-114104,NP-18670,OFF-LA-10002475,62,14.62,2,2017-11-20,2017-11-24
CA-2017-114104,NP-18670,TEC-PH-10004536,62,944.93,2,2017-11-20,2017-11-24
CA-2017-162733,TT-21070,OFF-PA-10002751,63,5.98,3,2017-05-11,2017-05-12
CA-2016-119697,EM-13960,TEC-AC-10003657,64,54.384,1,2016-12-28,2016-12-31
CA-2017-154508,RD-19900,OFF-EN-10001990,65,28.4,2,2017-11-16,2017-11-20
CA-2017-113817,MJ-17740,OFF-BI-10004002,61,27.68,2,2017-11-07,2017-11-11
CA-2015-139892,BM-11140,OFF-AR-10004441,66,9.936,2,2015-09-08,2015-09-12
CA-2015-139892,BM-11140,TEC-MA-10000822,66,8159.952,2,2015-09-08,2015-09-12
CA-2015-139892,BM-11140,OFF-ST-10000991,66,275.928,2,2015-09-08,2015-09-12
CA-2015-139892,BM-11140,FUR-CH-10004287,66,1740.06,2,2015-09-08,2015-09-12
CA-2015-139892,BM-11140,OFF-AR-10002656,66,32.064,2,2015-09-08,2015-09-12
CA-2015-139892,BM-11140,OFF-AP-10002518,66,177.98,2,2015-09-08,2015-09-12
CA-2015-139892,BM-11140,TEC-PH-10003931,66,143.976,2,2015-09-08,2015-09-12
CA-2015-118962,CS-12130,OFF-PA-10000659,26,20.94,2,2015-08-05,2015-08-09
CA-2015-118962,CS-12130,OFF-PA-10001144,26,110.96,2,2015-08-05,2015-08-09
CA-2015-118962,CS-12130,FUR-CH-10003817,26,340.144,2,2015-08-05,2015-08-09
US-2015-100853,JB-15400,OFF-AP-10000891,37,52.448,2,2015-09-14,2015-09-19
US-2015-100853,JB-15400,OFF-LA-10003148,37,20.16,2,2015-09-14,2015-09-19
US-2018-152366,SJ-20500,OFF-AP-10002684,67,97.264,1,2018-04-21,2018-04-25
US-2016-101511,JE-15745,FUR-CH-10004698,56,396.802,1,2016-11-21,2016-11-23
US-2016-101511,JE-15745,OFF-SU-10002189,56,15.88,1,2016-11-21,2016-11-23
CA-2016-137225,JK-15640,OFF-AR-10001940,30,3.28,2,2016-12-15,2016-12-19
CA-2015-166191,DK-13150,OFF-ST-10003455,68,24.816,1,2015-12-05,2015-12-09
CA-2015-166191,DK-13150,TEC-AC-10004659,68,408.744,1,2015-12-05,2015-12-09
CA-2015-158274,RM-19675,TEC-PH-10003273,69,503.96,1,2015-11-19,2015-11-24
CA-2015-158274,RM-19675,TEC-PH-10004896,69,149.95,1,2015-11-19,2015-11-24
CA-2015-158274,RM-19675,TEC-AC-10002345,69,29.0,1,2015-11-19,2015-11-24
CA-2017-105018,SK-19990,OFF-BI-10001890,70,7.16,2,2017-11-28,2017-12-02
CA-2015-123260,FM-14290,TEC-AC-10002323,4,176.8,2,2015-08-26,2015-08-30
CA-2017-157000,AM-10360,OFF-ST-10001328,71,37.224,2,2017-07-16,2017-07-22
CA-2017-157000,AM-10360,OFF-PA-10001950-2,71,20.016,2,2017-07-16,2017-07-22
CA-2016-102281,MP-17470,FUR-BO-10002613,46,899.136,3,2016-10-12,2016-10-14
CA-2016-102281,MP-17470,TEC-PH-10001552,46,71.76,3,2016-10-12,2016-10-14
CA-2016-102281,MP-17470,OFF-PA-10000061,46,51.84,3,2016-10-12,2016-10-14
CA-2016-102281,MP-17470,FUR-BO-10002545-2,46,626.352,3,2016-10-12,2016-10-14
CA-2016-102281,MP-17470,OFF-AR-10003514,46,19.9,3,2016-10-12,2016-10-14
CA-2016-131457,MZ-17515,OFF-EN-10001509-2,72,14.28,2,2016-10-31,2016-11-06
CA-2015-140004,CB-12025,OFF-AR-10004685,73,7.408,2,2015-03-21,2015-03-25
CA-2015-140004,CB-12025,OFF-AR-10004027,73,6.048,2,2015-03-21,2015-03-25
CA-2018-107720,VM-21685,OFF-ST-10001414,74,46.26,2,2018-11-06,2018-11-13
US-2018-124303,FH-14365,OFF-BI-10000343,75,2.946,2,2018-07-06,2018-07-13
US-2018-124303,FH-14365,OFF-PA-10002749,75,16.056,2,2018-07-06,2018-07-13
CA-2018-105074,MB-17305,OFF-PA-10002666,76,21.744,2,2018-06-24,2018-06-29
CA-2015-133690,BS-11755,FUR-TA-10004289,77,218.75,3,2015-08-03,2015-08-05
CA-2015-133690,BS-11755,OFF-AP-10003622,77,2.6,3,2015-08-03,2015-08-05
US-2018-116701,LC-17140,OFF-AP-10003217,78,66.284,1,2018-12-17,2018-12-21
CA-2018-126382,HK-14890,FUR-FU-10002960,79,35.168,2,2018-06-03,2018-06-07
CA-2018-108329,LE-16810,TEC-PH-10001918,80,444.768,2,2018-12-09,2018-12-14
CA-2018-135860,JH-15985,OFF-ST-10000642,81,83.92,2,2018-12-01,2018-12-07
CA-2018-135860,JH-15985,TEC-PH-10001700,81,131.98,2,2018-12-01,2018-12-07
CA-2018-135860,JH-15985,OFF-BI-10003274-2,81,15.92,2,2018-12-01,2018-12-07
CA-2018-135860,JH-15985,OFF-FA-10000134,81,52.29,2,2018-12-01,2018-12-07
CA-2018-135860,JH-15985,OFF-ST-10001522,81,91.99,2,2018-12-01,2018-12-07
CA-2016-101007,MS-17980,TEC-AC-10001266,78,20.8,1,2016-02-09,2016-02-13
CA-2016-146262,VW-21775,OFF-LA-10004544,82,23.68,2,2016-01-02,2016-01-09
CA-2016-146262,VW-21775,FUR-BO-10004695,82,452.45,2,2016-01-02,2016-01-09
CA-2016-146262,VW-21775,TEC-PH-10002844-2,82,62.982,2,2016-01-02,2016-01-09
CA-2016-146262,VW-21775,TEC-MA-10000864,82,1188.0,2,2016-01-02,2016-01-09
CA-2016-146262,VW-21775,TEC-AC-10000109,82,89.584,2,2016-01-02,2016-01-09
CA-2017-130162,JH-15910,OFF-ST-10001328-2,4,93.06,2,2017-10-28,2017-11-01
CA-2017-130162,JH-15910,TEC-PH-10002563,4,302.376,2,2017-10-28,2017-11-01
CA-2016-169397,JB-15925,OFF-FA-10000585,83,5.584,3,2016-12-24,2016-12-27
CA-2016-169397,JB-15925,OFF-PA-10004000,83,22.704,3,2016-12-24,2016-12-27
CA-2016-169397,JB-15925,OFF-BI-10002852-2,83,19.776,3,2016-12-24,2016-12-27
CA-2016-169397,JB-15925,FUR-FU-10000087,83,72.704,3,2016-12-24,2016-12-27
CA-2016-169397,JB-15925,TEC-MA-10001148,83,479.988,3,2016-12-24,2016-12-27
CA-2016-169397,JB-15925,OFF-AR-10001958,83,27.168,3,2016-12-24,2016-12-27
CA-2016-163055,DS-13180,OFF-AR-10001026,84,2.2,2,2016-08-09,2016-08-16
CA-2016-163055,DS-13180,FUR-TA-10003748,84,622.45,2,2016-08-09,2016-08-16
CA-2016-163055,DS-13180,OFF-ST-10002485,84,21.98,2,2016-08-09,2016-08-16
US-2016-145436,VD-21670,FUR-CH-10004860,85,161.568,2,2016-02-28,2016-03-04
US-2016-145436,VD-21670,FUR-CH-10004477,85,389.696,2,2016-02-28,2016-03-04
US-2015-156216,EA-14035,OFF-BI-10001679,44,18.648,2,2015-09-13,2015-09-17
US-2018-100930,CS-12400,FUR-TA-10001705,86,233.86,2,2018-04-07,2018-04-12
US-2018-100930,CS-12400,FUR-TA-10003473,86,620.6145,2,2018-04-07,2018-04-12
US-2018-100930,CS-12400,OFF-BI-10001679-2,86,5.328,2,2018-04-07,2018-04-12
US-2018-100930,CS-12400,FUR-FU-10004017,86,258.072,2,2018-04-07,2018-04-12
US-2018-100930,CS-12400,TEC-AC-10003832,86,617.976,2,2018-04-07,2018-04-12
CA-2018-160514,DB-13120,OFF-PA-10002479,87,10.56,2,2018-11-12,2018-11-16
CA-2017-157749,KL-16645,OFF-PA-10003349,27,25.92,1,2017-06-04,2017-06-09
CA-2017-157749,KL-16645,FUR-FU-10000576,27,419.68,1,2017-06-04,2017-06-09
CA-2017-157749,KL-16645,FUR-FU-10004351,27,11.688,1,2017-06-04,2017-06-09
CA-2017-157749,KL-16645,TEC-PH-10000011,27,31.984,1,2017-06-04,2017-06-09
CA-2017-157749,KL-16645,FUR-TA-10002607,27,177.225,1,2017-06-04,2017-06-09
CA-2017-157749,KL-16645,FUR-FU-10002505,27,4.044,1,2017-06-04,2017-06-09
CA-2017-157749,KL-16645,OFF-AR-10004685-2,27,7.408,1,2017-06-04,2017-06-09
CA-2015-131926,DW-13480,FUR-CH-10004063-3,88,2001.86,1,2015-06-01,2015-06-06
CA-2015-131926,DW-13480,OFF-ST-10002276,88,166.72,1,2015-06-01,2015-06-06
CA-2015-131926,DW-13480,OFF-PA-10004082,88,47.88,1,2015-06-01,2015-06-06
CA-2015-131926,DW-13480,OFF-AP-10002945,88,1503.25,1,2015-06-01,2015-06-06
CA-2015-131926,DW-13480,OFF-PA-10000061-2,88,25.92,1,2015-06-01,2015-06-06
CA-2017-154739,LH-17155,FUR-CH-10002965,10,321.568,1,2017-12-10,2017-12-15
CA-2017-145625,KC-16540,OFF-PA-10004569,89,7.61,2,2017-09-11,2017-09-17
CA-2017-145625,KC-16540,TEC-AC-10003832-2,89,3347.37,2,2017-09-11,2017-09-17
CA-2017-146941,DL-13315,OFF-ST-10001228,24,80.58,3,2017-12-10,2017-12-13
CA-2017-146941,DL-13315,OFF-EN-10003296,24,361.92,3,2017-12-10,2017-12-13
US-2016-159982,DR-12880,FUR-FU-10002505-2,37,12.132,2,2016-11-28,2016-12-04
US-2016-159982,DR-12880,OFF-ST-10004804,37,82.368,2,2016-11-28,2016-12-04
US-2016-159982,DR-12880,OFF-ST-10001590-2,37,53.92,2,2016-11-28,2016-12-04
US-2016-159982,DR-12880,TEC-PH-10001580,37,647.904,2,2016-11-28,2016-12-04
CA-2018-163139,CC-12670,TEC-AC-10000290,30,20.37,1,2018-12-01,2018-12-03
CA-2018-163139,CC-12670,OFF-ST-10002790,30,221.55,1,2018-12-01,2018-12-03
CA-2018-163139,CC-12670,OFF-BI-10003460,30,17.52,1,2018-12-01,2018-12-03
US-2018-155299,Dl-13600,OFF-AP-10002203,90,1.624,2,2018-06-08,2018-06-12
US-2015-106992,SB-20290,TEC-MA-10000822-2,67,3059.982,1,2015-09-19,2015-09-21
US-2015-106992,SB-20290,TEC-MA-10003353,67,2519.958,1,2015-09-19,2015-09-21
CA-2017-125318,RC-19825,TEC-PH-10001433,27,328.224,2,2017-06-06,2017-06-13
CA-2016-155040,AH-10210,TEC-AC-10004469,91,79.9,2,2016-11-10,2016-11-15
CA-2018-136826,CB-12535,OFF-AR-10003602,92,14.016,2,2018-06-16,2018-06-20
CA-2017-111010,PG-18895,OFF-FA-10003472,93,7.56,2,2017-01-22,2017-01-28
US-2018-145366,CA-12310,OFF-ST-10004180,94,37.208,2,2018-12-09,2018-12-13
US-2018-145366,CA-12310,OFF-EN-10004386,94,57.576,2,2018-12-09,2018-12-13
CA-2018-163979,KH-16690,OFF-ST-10003208,95,725.84,1,2018-12-28,2019-01-02
CA-2016-155334,HA-14920,TEC-AC-10003628,10,209.93,3,2016-07-30,2016-07-31
CA-2016-155334,HA-14920,FUR-FU-10003274,10,5.28,3,2016-07-30,2016-07-31
CA-2016-155334,HA-14920,OFF-BI-10002557,10,10.92,3,2016-07-30,2016-07-31
CA-2018-118136,BB-10990,OFF-PA-10002615,96,8.82,3,2018-09-16,2018-09-17
CA-2018-118136,BB-10990,OFF-AR-10001427,96,5.98,3,2018-09-16,2018-09-17
CA-2018-132976,AG-10495,OFF-PA-10000673,12,11.648,2,2018-10-13,2018-10-17
CA-2018-132976,AG-10495,OFF-PA-10004470,12,18.176,2,2018-10-13,2018-10-17
CA-2018-132976,AG-10495,OFF-ST-10000876,12,59.712,2,2018-10-13,2018-10-17
CA-2018-132976,AG-10495,OFF-LA-10002043,12,24.84,2,2018-10-13,2018-10-17
US-2016-161991,SC-20725,OFF-BI-10004967,33,2.08,1,2016-09-26,2016-09-28
US-2016-161991,SC-20725,TEC-PH-10001760,33,1114.4,1,2016-09-26,2016-09-28
CA-2016-130890,JO-15280,FUR-TA-10002903,26,1038.84,2,2016-11-02,2016-11-06
CA-2016-130883,TB-21520,OFF-PA-10000474,41,141.76,2,2016-09-26,2016-10-02
CA-2016-130883,TB-21520,TEC-AC-10001956,41,239.8,2,2016-09-26,2016-10-02
CA-2016-130883,TB-21520,OFF-PA-10004100,41,31.104,2,2016-09-26,2016-10-02
CA-2017-112697,AH-10195,OFF-BI-10000778,97,254.058,1,2017-12-18,2017-12-20
CA-2017-112697,AH-10195,OFF-AP-10002684-2,97,194.528,1,2017-12-18,2017-12-20
CA-2017-112697,AH-10195,OFF-SU-10000646,97,961.48,1,2017-12-18,2017-12-20
